Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,LTER_MILES,19.0,19.0,1.0,1.0
Resource Title,LTER_MILES,19.0,19.0,1.0,1.0
Abstract,LTER_MILES,19.0,19.0,1.0,1.0
Online Resource,LTER_MILES,0.0,0.0,0.0,0.0
Keyword,LTER_MILES,190.0,19.0,10.0,1.0
Author / Originator,LTER_MILES,29.0,19.0,1.53,1.0
Distribution Format,LTER_MILES,17.0,17.0,0.89,0.8947368421052632
Resource Type,LTER_MILES,0.0,0.0,0.0,0.0
Resource Version,LTER_MILES,0.0,0.0,0.0,0.0
Temporal Extent,LTER_MILES,17.0,17.0,0.89,0.8947368421052632
Spatial Extent,LTER_MILES,15.0,15.0,0.79,0.7894736842105263
Resource Citation,LTER_MILES,0.0,0.0,0.0,0.0
